Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Gender (product.metafields.custom.gender),Source SKU (product.metafields.custom.source_sku),Source URL (product.metafields.custom.source_url)
ASICS® GEL-1130 Women's Sneakers - White/Brown,asics-gel-1130-women-white-brown-a256113,"<p>Why change something that’s perfect? Bringing you the late 2000s unmatchable runner aesthetic, the ASICS GEL-1130 is here to help you cover the miles in style. Decked up with striking details influenced by the GEL-KAYANO 14, the upper of these sneakers boast synthetic leather overlays and mesh underlays that rep the shoes’ heritage upper design from 2008. The GEL technology cushioning absorbs shock as you run and feels delightfully soft underfoot. Featuring the TRUSSTIC support system of the late 2000s, these runners prevent excessive twisting and keep your feet stable even on tricky terrain. Run faster, harder, and longer with the ASICS GEL-1130.</p> <p><strong>ASICS GEL-1130 features:</strong></p> <ul> <li>Upper’s main material made with more than 20% recycled materials brings a sustainable edge to the overall design.</li> <li>Dope-dyed sockliner helps reduce overall water usage by approximately 33% and carbon emissions by approximately 45%.</li> <li>EVA midsole offers a lightweight, comfortable feel with every step.</li> <li>Rubber outsole delivers superior traction and durability. </li> </ul><hr /><p>Long days on your feet feel easier in a pair that blends retro running style with everyday comfort. Inspired by late-2000s performance design, the ASICS GEL-1130 delivers breathable mesh, supportive synthetic leather overlays, and soft cushioning that transitions easily from walks and workouts to daily wear. Heritage running details influenced by the GEL-KAYANO 14 give this pair its distinctive look, while GEL technology and a TRUSSTIC support system help keep every step smooth and stable.</p><ul><li>Mesh upper with synthetic leather overlays for breathable, structured support</li><li>GEL technology cushioning helps absorb impact for a softer underfoot feel</li><li>TRUSSTIC support system adds stability through your stride</li><li>EVA midsole offers lightweight comfort, while the rubber outsole provides durable traction</li><li>Upper uses more than 20% recycled materials, and the dope-dyed sockliner helps reduce water use and carbon emissions</li></ul>  <p><strong>Size &amp; Fit Guidance</strong></p><p>Most reviewers find the fit comfortable and secure. For the best fit, we recommend starting with your regular size; if you are between sizes, prefer a little extra room, or plan to wear thicker socks, a half size up may feel best.</p>  <p><strong>Best For</strong></p><p>Best for everyday wear, long walks, commuting, gym sessions, and casual outfits that call for lightweight comfort and retro running style.</p>  <p><strong>Styling &amp; Versatility</strong></p><p>The layered mesh-and-overlay design gives the GEL-1130 a clean throwback runner look that pairs easily with everything from athleisure to everyday outfits. Reviewers especially love how polished and wearable it feels for all-day plans, whether you're headed to work, the gym, or out for the weekend.</p>  <p><strong>Break-In &amp; Durability</strong></p><p>Comfort is a standout from the start, with many reviewers saying this pair feels ready to wear right out of the box. Its lightweight build and supportive platform make it a reliable option for frequent wear and extended time on your feet.</p>",ASICS,Apparel & Accessories > Shoes,Lifestyle Sneakers,"footlocker-clean-batch-2026-09, footlocker-source, new-arrivals, asics, style:A256113, women, everyday",TRUE,Active,A256113-6,196074871407,Color,White/Brown,,Size,6,,,,,110.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,https://assets.footlocker.com/is/image/FLDM/A256113_01?wid=1600&hei=1600&fmt=png-alpha,1,ASICS® GEL-1130 Women's Sneakers - White/Brown - primary view,https://assets.footlocker.com/is/image/FLDM/A256113_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,ASICS® GEL-1130 Women's Sneakers - White/Brown,Shop ASICS® GEL-1130 Women's Sneakers - White/Brown at Sneaker Head.,White,Women's,A256113,https://www.footlocker.com/product/asics-gel-1130-womens/A256113.html
,asics-gel-1130-women-white-brown-a256113,,,,,,,,A256113-6-5,196074871278,Color,White/Brown,,Size,6.5,,,,,110.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,,,,https://assets.footlocker.com/is/image/FLDM/A256113_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,,,,,,
,asics-gel-1130-women-white-brown-a256113,,,,,,,,A256113-7,196074871360,Color,White/Brown,,Size,7,,,,,110.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,,,,https://assets.footlocker.com/is/image/FLDM/A256113_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,,,,,,
,asics-gel-1130-women-white-brown-a256113,,,,,,,,A256113-7-5,196074871384,Color,White/Brown,,Size,7.5,,,,,110.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,,,,https://assets.footlocker.com/is/image/FLDM/A256113_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,,,,,,
,asics-gel-1130-women-white-brown-a256113,,,,,,,,A256113-8,196074871391,Color,White/Brown,,Size,8,,,,,110.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,,,,https://assets.footlocker.com/is/image/FLDM/A256113_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,,,,,,
,asics-gel-1130-women-white-brown-a256113,,,,,,,,A256113-8-5,196074871285,Color,White/Brown,,Size,8.5,,,,,110.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,,,,https://assets.footlocker.com/is/image/FLDM/A256113_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,,,,,,
,asics-gel-1130-women-white-brown-a256113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://assets.footlocker.com/is/image/FLDM/A256113_02?wid=1600&hei=1600&fmt=png-alpha,2,ASICS® GEL-1130 Women's Sneakers - White/Brown - view 2,,,,,,,,
,asics-gel-1130-women-white-brown-a256113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://assets.footlocker.com/is/image/FLDM/A256113_03?wid=1600&hei=1600&fmt=png-alpha,3,ASICS® GEL-1130 Women's Sneakers - White/Brown - view 3,,,,,,,,
,asics-gel-1130-women-white-brown-a256113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://assets.footlocker.com/is/image/FLDM/A256113_04?wid=1600&hei=1600&fmt=png-alpha,4,ASICS® GEL-1130 Women's Sneakers - White/Brown - view 4,,,,,,,,
,asics-gel-1130-women-white-brown-a256113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://assets.footlocker.com/is/image/FLDM/A256113_05?wid=1600&hei=1600&fmt=png-alpha,5,ASICS® GEL-1130 Women's Sneakers - White/Brown - view 5,,,,,,,,
Mizuno Wave Rider 29 Men's Running Shoes - Goblin Green/Sailor Blue,mizuno-wave-rider-29-men-goblin-green-sailor-blue-4538sb4c,"<p>Embrace the feeling of effortless stride with the Mizuno Wave Rider 29. Perfect for your next marathon, these versatile shoes feature the Mizuno Wave plate, which disperses energy from impact into a broader area to provide stability and cushioning. Designed to maximize energy return, these shoes enhance your efficiency and keep you moving with the next generation of Mizuno Enerzy midsole material. The legendary MIZUNO WAVE structure delivers a ride that feels both familiar and revolutionary, while eco-friendly recycled materials prove that peak performance and planet-friendly choices can stride side by side. Durable and supportive, the Mizuno Wave Rider 29 makes sure you’re always ready to go the extra mile.</p> <p><strong>Mizuno Wave Rider 29 features: </strong></p> <ul> <li>Jacquard mesh upper provides breathability.</li> <li>Innovative gusseted tongue hugs the foot securely and comfortably.</li> <li>Strategic placement of carbon rubber maximizes durability in high-wear areas and enhances responsiveness.</li> <li>X10 outsole with carbon rubber delivers durability.</li> <li>Heel-to-toe drop: 10 mm.</li> <li>Weight: 8 oz.</li> </ul>",Mizuno,Apparel & Accessories > Shoes,Running Shoes,"footlocker-clean-batch-2026-09, footlocker-source, new-arrivals, mizuno, style:4538SB4C, men, Running, running",TRUE,Active,4538SB4C-11-5,889961802300,Color,Goblin Green/Sailor Blue,,Size,11.5,,,,,150.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,https://assets.footlocker.com/is/image/FLDM/4538SB4C_01?wid=1600&hei=1600&fmt=png-alpha,1,Mizuno Wave Rider 29 Men's Running Shoes - Goblin Green/Sailor Blue - primary view,https://assets.footlocker.com/is/image/FLDM/4538SB4C_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,Mizuno Wave Rider 29 Men's Running Shoes - Goblin Green/Sailor Blue,Shop Mizuno Wave Rider 29 Men's Running Shoes - Goblin Green/Sailor Blue at Sneaker Head.,Blue,Men's,4538SB4C,https://www.footlocker.com/product/mizuno-wave-rider-29-mens/4538SB4C.html
,mizuno-wave-rider-29-men-goblin-green-sailor-blue-4538sb4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://assets.footlocker.com/is/image/FLDM/4538SB4C_03?wid=1600&hei=1600&fmt=png-alpha,2,Mizuno Wave Rider 29 Men's Running Shoes - Goblin Green/Sailor Blue - view 2,,,,,,,,
,mizuno-wave-rider-29-men-goblin-green-sailor-blue-4538sb4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://assets.footlocker.com/is/image/FLDM/4538SB4C_04?wid=1600&hei=1600&fmt=png-alpha,3,Mizuno Wave Rider 29 Men's Running Shoes - Goblin Green/Sailor Blue - view 3,,,,,,,,
,mizuno-wave-rider-29-men-goblin-green-sailor-blue-4538sb4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://assets.footlocker.com/is/image/FLDM/4538SB4C_05?wid=1600&hei=1600&fmt=png-alpha,4,Mizuno Wave Rider 29 Men's Running Shoes - Goblin Green/Sailor Blue - view 4,,,,,,,,
,mizuno-wave-rider-29-men-goblin-green-sailor-blue-4538sb4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://assets.footlocker.com/is/image/FLDM/4538SB4C_06?wid=1600&hei=1600&fmt=png-alpha,5,Mizuno Wave Rider 29 Men's Running Shoes - Goblin Green/Sailor Blue - view 5,,,,,,,,
Mizuno Wave Rider 29 Men's Running Shoes - White/Curds And Whey,mizuno-wave-rider-29-men-white-curds-and-whey-45388t00,"<p>Embrace the feeling of effortless stride with the Mizuno Wave Rider 29. Perfect for your next marathon, these versatile shoes feature the Mizuno Wave plate, which disperses energy from impact into a broader area to provide stability and cushioning. Designed to maximize energy return, these shoes enhance your efficiency and keep you moving with the next generation of Mizuno Enerzy midsole material. The legendary MIZUNO WAVE structure delivers a ride that feels both familiar and revolutionary, while eco-friendly recycled materials prove that peak performance and planet-friendly choices can stride side by side. Durable and supportive, the Mizuno Wave Rider 29 makes sure you’re always ready to go the extra mile.</p> <p><strong>Mizuno Wave Rider 29 features: </strong></p> <ul> <li>Jacquard mesh upper provides breathability.</li> <li>Innovative gusseted tongue hugs the foot securely and comfortably.</li> <li>Strategic placement of carbon rubber maximizes durability in high-wear areas and enhances responsiveness.</li> <li>X10 outsole with carbon rubber delivers durability.</li> <li>Heel-to-toe drop: 10 mm.</li> <li>Weight: 8 oz.</li> </ul>",Mizuno,Apparel & Accessories > Shoes,Running Shoes,"footlocker-clean-batch-2026-09, footlocker-source, new-arrivals, mizuno, style:45388T00, men, Running, running",TRUE,Active,45388T00-7,889961802911,Color,White/Curds And Whey,,Size,7,,,,,150.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,https://assets.footlocker.com/is/image/FLDM/45388T00_01?wid=1600&hei=1600&fmt=png-alpha,1,Mizuno Wave Rider 29 Men's Running Shoes - White/Curds And Whey - primary view,https://assets.footlocker.com/is/image/FLDM/45388T00_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,Mizuno Wave Rider 29 Men's Running Shoes - White/Curds And Whey,Shop Mizuno Wave Rider 29 Men's Running Shoes - White/Curds And Whey at Sneaker Head.,Brown,Men's,45388T00,https://www.footlocker.com/product/mizuno-wave-rider-29-mens/45388T00.html
,mizuno-wave-rider-29-men-white-curds-and-whey-45388t00,,,,,,,,45388T00-8-5,889961802942,Color,White/Curds And Whey,,Size,8.5,,,,,150.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,,,,https://assets.footlocker.com/is/image/FLDM/45388T00_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,,,,,,
,mizuno-wave-rider-29-men-white-curds-and-whey-45388t00,,,,,,,,45388T00-9,889961802966,Color,White/Curds And Whey,,Size,9,,,,,150.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,,,,https://assets.footlocker.com/is/image/FLDM/45388T00_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,,,,,,
,mizuno-wave-rider-29-men-white-curds-and-whey-45388t00,,,,,,,,45388T00-9-5,889961802973,Color,White/Curds And Whey,,Size,9.5,,,,,150.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,,,,https://assets.footlocker.com/is/image/FLDM/45388T00_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,,,,,,
,mizuno-wave-rider-29-men-white-curds-and-whey-45388t00,,,,,,,,45388T00-10,889961802980,Color,White/Curds And Whey,,Size,10,,,,,150.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,,,,https://assets.footlocker.com/is/image/FLDM/45388T00_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,,,,,,
,mizuno-wave-rider-29-men-white-curds-and-whey-45388t00,,,,,,,,45388T00-10-5,889961803000,Color,White/Curds And Whey,,Size,10.5,,,,,150.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,,,,https://assets.footlocker.com/is/image/FLDM/45388T00_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,,,,,,
,mizuno-wave-rider-29-men-white-curds-and-whey-45388t00,,,,,,,,45388T00-11,889961803017,Color,White/Curds And Whey,,Size,11,,,,,150.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,,,,https://assets.footlocker.com/is/image/FLDM/45388T00_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,,,,,,
,mizuno-wave-rider-29-men-white-curds-and-whey-45388t00,,,,,,,,45388T00-11-5,889961803024,Color,White/Curds And Whey,,Size,11.5,,,,,150.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,,,,https://assets.footlocker.com/is/image/FLDM/45388T00_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,,,,,,
,mizuno-wave-rider-29-men-white-curds-and-whey-45388t00,,,,,,,,45388T00-12,889961803031,Color,White/Curds And Whey,,Size,12,,,,,150.00,,,TRUE,,shopify,8,DENY,300,g,TRUE,manual,,,,https://assets.footlocker.com/is/image/FLDM/45388T00_01?wid=1600&hei=1600&fmt=png-alpha,FALSE,,,,,,
,mizuno-wave-rider-29-men-white-curds-and-whey-45388t00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://assets.footlocker.com/is/image/FLDM/45388T00_03?wid=1600&hei=1600&fmt=png-alpha,2,Mizuno Wave Rider 29 Men's Running Shoes - White/Curds And Whey - view 2,,,,,,,,
,mizuno-wave-rider-29-men-white-curds-and-whey-45388t00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://assets.footlocker.com/is/image/FLDM/45388T00_04?wid=1600&hei=1600&fmt=png-alpha,3,Mizuno Wave Rider 29 Men's Running Shoes - White/Curds And Whey - view 3,,,,,,,,
,mizuno-wave-rider-29-men-white-curds-and-whey-45388t00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://assets.footlocker.com/is/image/FLDM/45388T00_05?wid=1600&hei=1600&fmt=png-alpha,4,Mizuno Wave Rider 29 Men's Running Shoes - White/Curds And Whey - view 4,,,,,,,,
,mizuno-wave-rider-29-men-white-curds-and-whey-45388t00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://assets.footlocker.com/is/image/FLDM/45388T00_06?wid=1600&hei=1600&fmt=png-alpha,5,Mizuno Wave Rider 29 Men's Running Shoes - White/Curds And Whey - view 5,,,,,,,,
